filename,timestamp,bs,size,numjobs,iodepth,jobname,rw,runtime,bw,iops,total_ios,clat_ms,clat_stdev_ms
fio_result.json,2026-07-16 16:27:15,4k,256m,1,128,rados-seqwrite,write,60,17820,4455.037649,267427,28.719586232306,69.048782854934
fio_result.json,2026-07-16 16:27:15,4k,256m,1,128,rados-seqread,read,60,103290,25822.681443,1549490,4.947624009469,0.656143351521
fio_result.json,2026-07-16 16:27:15,4k,256m,1,128,rados-randwrite,randwrite,60,17831,4457.834335,267635,28.701940830549002,67.75345614883301
fio_result.json,2026-07-16 16:27:15,4k,256m,1,128,rados-randread,randread,60,103165,25791.31739,1547608,4.953927110575,0.644613631162
